locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
632681,Quan Catering,Truck,51657000,ALANA WAY: END intersection,151 EXECUTIVE PARK BLVD,4991089,4991,089,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,
437216,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,024,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.13742,2095078.99168,37.7331423951426,-122.414568632419,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.7331424089687, -122.414568632409)"
645804,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,024,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.13742,2095078.99168,37.7331423951426,-122.414568632419,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,"(37.7331424089687, -122.414568632409)"
631815,San Pancho's Tacos,Truck,2178101,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,7146002,7146,002,15MFF-0067,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5996113.792,2086967.583,37.7101930199757,-122.455221906126,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0067&ExportPDF=1&Filename=15MFF-0067_schedule.pdf,,03/13/2015 03:08:15 PM,Mar 13 2015  3:04PM,1,03/15/2016 12:00:00 AM,"(37.7101930338242, -122.455221906116)"
632711,Park's Catering,Truck,5582000,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,049,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6018439.93443,2092406.50106,37.7263829321822,-122.378434782668,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,03/17/2015 07:45:54 AM,Mar 16 2015  2:51PM,1,03/15/2016 12:00:00 AM,"(37.7263829460149, -122.378434782658)"
641305,Anas Goodies Catering,Truck,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,017,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015787.012,2091256.533,37.723078757516,-122.387525704017,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7230787713519, -122.387525704007)"
526129,Bach Catering,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1455 BANCROFT AVE,4879022,4879,022,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6014981.941,2091509.43,37.723728538541,-122.390326357762,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,,03/13/2014 12:03:36 PM,Mar 13 2014 11:51AM,1,03/15/2015 12:00:00 AM,"(37.7237285523763, -122.390326357752)"
631455,Liang Bai Ping,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1440 BANCROFT AVE,4850019,4850,019,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015156.082,2091667.743,37.7241728927613,-122.389735429011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7241729065962, -122.389735429001)"
631456,Liang Bai Ping,Truck,2709000,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,4850038,4850,038,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015035.87862,2091757.70466,37.7244132432963,-122.390157239611,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.724413257131, -122.390157239601)"
631450,Liang Bai Ping,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,001,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.7243975297434,-122.391505116383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.724397543578, -122.391505116373)"
632865,Singh Brothers Ice Cream,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,4849006,4849,006,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014513.081,2092146.105,37.7254507021723,-122.391991641418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,03/17/2015 11:40:48 AM,Mar 17 2015 11:13AM,1,03/15/2016 12:00:00 AM,"(37.7254507160059, -122.391991641408)"
626847,Two G's Catering,Truck,2734000,BARNEVELD AVE: JERROLD AVE to LOOMIS ST \ MCKINNON AVE (100 - 299),175 BARNEVELD AVE,5286A018,5286A,018,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011606.148,2099252.817,37.7448024193644,-122.402540218927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7448024331792, -122.402540218917)"
627401,"Peruchi Food Truck,LLC",Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,0261005,0261,005,15MFF-0023,REQUESTED,Peruvian Chinese Food. Lomo Saltado: Arroz Con Pollo: Tipa Kay: Yuca Fries,6012649.224,2116554.374,37.7923667868831,-122.400148306767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0023&ExportPDF=1&Filename=15MFF-0023_schedule.pdf,,,Mar  2 2015 12:40PM,0,,"(37.7923668006519, -122.400148306757)"
627861,Hiyaaa,Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,0261005,0261,005,15MFF-0043,APPROVED,Korean Fried Chicken,6012649.224,2116554.374,37.7923667868831,-122.400148306767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0043&ExportPDF=1&Filename=15MFF-0043_schedule.pdf,,05/11/2015 08:45:42 AM,Mar  9 2015 12:31PM,0,03/15/2016 12:00:00 AM,"(37.7923668006519, -122.400148306757)"
649939,Spice Affairs,Truck,2754000,BATTERY ST: CALIFORNIA ST to HALLECK ST (200 - 230),214 BATTERY ST,0237011,0237,011,13MFF-0004,POSTAPPROVED,Chicken Tikka Masala: Mixed Vegetables Combo Plate: Chicken Kathi Roll: Vegetarian Kathi Roll: Various Pakoras: Mango Lassi: Chai Tea,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0004&ExportPDF=1&Filename=13MFF-0004_schedule.pdf,,,Feb  7 2013  2:16PM,0,,
633824,San Francisco Soup Company,Truck,2767000,BATTERY ST: UNION ST to FILBERT ST (1100 - 1199),1105 BATTERY ST,0107008,0107,008,15MFF-0102,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,6012223.463,2119901.382,37.8015331196045,-122.401856839299,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0102&ExportPDF=1&Filename=15MFF-0102_schedule.pdf,,04/17/2015 01:13:18 PM,Mar 20 2015  2:19PM,0,03/15/2016 12:00:00 AM,"(37.8015331333644, -122.401856839289)"
634197,Smokin Warehouse Barbecue,Truck,2767000,BATTERY ST: UNION ST to FILBERT ST (1100 - 1199),1155 BATTERY ST,0107 007,0107,007,15MFF-0105,REQUESTED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6012094.775,2119998.079,37.8017914435056,-122.402308963297,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0105&ExportPDF=1&Filename=15MFF-0105_schedule.pdf,,,Mar 24 2015 10:30AM,0,03/15/2016 12:00:00 AM,"(37.8017914572653, -122.402308963287)"
635037,Giant Burrito,Truck,2800102,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,5598030,5598,030,15MFF-0106,SUSPEND,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6010751.382,2098146.819,37.7417178307439,-122.405417977448,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0106&ExportPDF=1&Filename=15MFF-0106_schedule.pdf,,03/30/2015 03:27:03 PM,Mar 24 2015  3:52PM,0,03/15/2016 12:00:00 AM,"(37.7417178445618, -122.405417977438)"
631817,San Pancho's Tacos,Truck,2801101,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,5598008,5598,008,15MFF-0067,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0067&ExportPDF=1&Filename=15MFF-0067_schedule.pdf,,03/13/2015 03:08:15 PM,Mar 13 2015  3:04PM,1,03/15/2016 12:00:00 AM,
632077,La Jefa,Truck,2801102,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,038,15MFF-0072,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6010348.157,2097065.717,37.7387268039871,-122.406736029905,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0072&ExportPDF=1&Filename=15MFF-0072_schedule.pdf,,03/16/2015 12:32:05 PM,Mar 16 2015 12:28PM,0,03/15/2016 12:00:00 AM,"(37.7387268178079, -122.406736029895)"
626000,Golden Catering,Truck,2825101,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,5087003A,5087,003A,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6011284.798,2086924.615,37.710933792981,-122.40278453801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,"(37.7109338068287, -122.402784538)"
632679,Quan Catering,Truck,2826101,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,5100002,5100,002,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6010877.081,2086365.377,37.7093754640014,-122.404154378509,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,"(37.7093754778506, -122.404154378499)"
632953,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,25524000,BAY ST: TAYLOR ST intersection,567 BAY ST,0043001,0043,001,15MFF-0086,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0086&ExportPDF=1&Filename=15MFF-0086_schedule.pdf,,03/18/2015 11:57:32 AM,Mar 17 2015  2:50PM,1,03/15/2016 12:00:00 AM,
632972,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,2846000,BEACH ST: HYDE ST to LARKIN ST (700 - 799),900 BEACH ST,0405007,0405,007,15MFF-0090,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6005830.41439,2122293.82162,37.8077432884455,-122.42414994487,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0090&ExportPDF=1&Filename=15MFF-0090_schedule.pdf,,03/18/2015 11:53:57 AM,Mar 17 2015  3:18PM,1,03/15/2016 12:00:00 AM,"(37.8077433021994, -122.42414994486)"
305715,Bombay Blvd.,Truck,2863000,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST to MISSION ST (1 - 99),333 MARKET ST,3710020,3710,020,11MFF-0039,REQUESTED,Indian Style: BBQ: Variety of Curries: Rice: Wraps: Breads (Naan: Rotis: Parathas): Desserts: Pizza.  Beverages: Condiments: Indian Soups: Salads & Appetizer Varieties.,6013405.022,2116324.598,37.791777988406,-122.397517086469,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0039&ExportPDF=1&Filename=11MFF-0039_schedule.pdf,,,Mar  7 2011  4:11PM,0,,"(37.7917780021754, -122.397517086459)"
626840,Two G's Catering,Truck,2863000,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST to MISSION ST (1 - 99),30 BEALE ST,3710002,3710,002,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6013516.114,2116322.014,37.7917770783642,-122.397132524462,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7917770921335, -122.397132524452)"
631439,Liang Bai Ping,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,022,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.7881394788716,-122.392579515374,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7881394926445, -122.392579515364)"
632670,Quan Catering,Truck,2867000,BEALE ST: HARRISON ST to BRYANT ST (400 - 499),400 BEALE ST,3766012,3766,012,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015274.9744,2114511.98791,37.786904919457,-122.390920262962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,"(37.7869049332311, -122.390920262952)"
629203,Linda's Catering,Truck,2868000,BEALE ST: BRYANT ST to END (500 - 599),501 BEALE ST,3771004,3771,004,15MFF-0047,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6015805.73102,2114257.93168,37.7862367744654,-122.389066205605,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0047&ExportPDF=1&Filename=15MFF-0047_schedule.pdf,,05/01/2015 03:45:15 PM,Mar 10 2015  4:16PM,1,03/15/2016 12:00:00 AM,"(37.7862367882401, -122.389066205595)"
624187,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,005,15MFF-0011,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0011&ExportPDF=1&Filename=15MFF-0011_schedule.pdf,,02/25/2015 02:33:17 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)"
624188,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,005,15MFF-0012,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0012&ExportPDF=1&Filename=15MFF-0012_schedule.pdf,,02/25/2015 02:12:00 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)"
633825,San Francisco Soup Company,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,005,15MFF-0102,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,6014943.869,2110666.298,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0102&ExportPDF=1&Filename=15MFF-0102_schedule.pdf,,04/17/2015 01:13:18 PM,Mar 20 2015  2:19PM,0,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)"
639717,May Catering,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,005,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014943.869,2110666.298,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)"
626839,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),201 BERRY ST,8708003,8708,003,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014509.734,2110397.928,37.7755661544145,-122.393279842341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7755661681996, -122.393279842331)"
626849,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,8708 111,8708,111,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014269.44491,2110088.45097,37.7747030474687,-122.39408939657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7747030612546, -122.39408939656)"
630923,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,003,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.28445,2109254.17608,37.7723639147673,-122.397040970363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7723639285554, -122.397040970353)"
639690,May Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,8708002,8708,002,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014277.187,2109955.224,37.7743376663696,-122.394053286313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7743376801558, -122.394053286303)"
630919,Mini Mobile Food Catering,Truck,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,8703006,8703,006,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6012806.32546,2109136.8203,37.7720086564688,-122.399083845473,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7720086702573, -122.399083845463)"
631755,Steve's Mobile Deli,Truck,2994000,BLUXOME ST: 05TH ST to 06TH ST (100 - 199),175 BLUXOME ST,3785030,3785,030,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012681.98651,2110002.58884,37.7743789308184,-122.399574742126,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,03/13/2015 01:40:01 PM,Mar 13 2015  1:36PM,1,03/15/2016 12:00:00 AM,"(37.7743789446046, -122.399574742116)"
624190,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,015,15MFF-0013,APPROVED,Everything,6014566.387,2112472.164,37.7812646860228,-122.393229041538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0013&ExportPDF=1&Filename=15MFF-0013_schedule.pdf,,02/25/2015 02:12:32 PM,Feb 25 2015  2:01PM,0,03/15/2016 12:00:00 AM,"(37.7812646998024, -122.393229041528)"
637559,Fins on the Hoof / Saveurs,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,015,15MFF-0111,APPROVED,Seafood: meats and desserts,6014566.387,2112472.164,37.7812646860228,-122.393229041538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0111&ExportPDF=1&Filename=15MFF-0111_schedule.pdf,,03/30/2015 10:10:35 AM,Mar 30 2015 10:04AM,0,03/15/2016 12:00:00 AM,"(37.7812646998024, -122.393229041528)"
