state,county,fips,nsn,item_name,quantity,ui,acquisition_cost,total_cost,ship_date,federal_supply_category,federal_supply_category_name,federal_supply_class,federal_supply_class_name
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2012-04-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CASS,31025.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2009-03-04,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CHASE,31029.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2013-06-14,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CHASE,31029.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2013-06-14,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CHASE,31029.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2013-06-14,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,CHASE,31029.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2013-06-14,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2011-11-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-16,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,COLFAX,31037.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2010-12-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2013-06-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2013-06-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1.0,Each,58.71,58.71,2011-01-18,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1.0,Each,58.71,58.71,2011-01-18,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1.0,Each,58.71,58.71,2011-01-18,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1.0,Each,58.71,58.71,2011-01-18,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1.0,Each,58.71,58.71,2011-01-18,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-937-5840,"REVOLVER,CALIBER .38 SPECIAL",1.0,Unknown,0.0,0.0,2012-02-15,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-937-5840,"REVOLVER,CALIBER .38 SPECIAL",1.0,Unknown,0.0,0.0,2012-02-15,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-937-5840,"REVOLVER,CALIBER .38 SPECIAL",1.0,Unknown,0.0,0.0,2012-02-15,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-937-5840,"REVOLVER,CALIBER .38 SPECIAL",1.0,Unknown,0.0,0.0,2012-02-15,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1005-00-937-5840,"REVOLVER,CALIBER .38 SPECIAL",1.0,Unknown,0.0,0.0,2012-02-15,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAKOTA,31043.0,1385-01-574-4707,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1.0,Each,10000.0,10000.0,2012-12-10,13.0,AMMUNITION AND EXPLOSIVES,1385.0,Surface Use Explosive Ordnance Disposal Tools and Equipment
NE,DAKOTA,31043.0,5305-00-017-7033,TOOL KIT,1.0,KT,0.0,0.0,2009-01-08,53.0,HARDWARE AND ABRASIVES,5305.0,Screws
NE,DAKOTA,31043.0,5305-00-017-7033,TOOL KIT,1.0,KT,0.0,0.0,2009-01-08,53.0,HARDWARE AND ABRASIVES,5305.0,Screws
NE,DAKOTA,31043.0,5305-00-017-7033,TOOL KIT,1.0,KT,0.0,0.0,2009-01-08,53.0,HARDWARE AND ABRASIVES,5305.0,Screws
NE,DAKOTA,31043.0,5855-01-420-0821,"ILLUMINATOR,INFRARED",2.0,Each,1875.44,3750.88,2006-10-05,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5855-01-468-4169,"ILLUMINATOR,INFRARED",1.0,Each,756.38,756.38,2006-11-17,58.0,COMM/DETECT/COHERENT RADIATION,5855.0,"Night Vision Equipment, Emitted and Reflected Radiation"
NE,DAKOTA,31043.0,5895-01-063-8104,PLATOON EARLY WARNI,1.0,EA,8312.0,8312.0,2009-03-27,58.0,COMM/DETECT/COHERENT RADIATION,5895.0,Miscellaneous Communication Equipment
NE,DAKOTA,31043.0,5895-01-063-8104,PLATOON EARLY WARNI,1.0,EA,8312.0,8312.0,2009-03-27,58.0,COMM/DETECT/COHERENT RADIATION,5895.0,Miscellaneous Communication Equipment
NE,DAKOTA,31043.0,5895-01-068-6749,PLATOON EARLY WARNI,1.0,EA,8313.0,8313.0,2009-07-01,58.0,COMM/DETECT/COHERENT RADIATION,5895.0,Miscellaneous Communication Equipment
NE,DAKOTA,31043.0,8465-01-416-4636,"SPECTACLES SET,BALL",30.0,EA,15.4,462.0,2009-03-27,84.0,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465.0,Individual Equipment
NE,DAKOTA,31043.0,8465-01-417-4004,"SPECTACLES SET,BALL",30.0,EA,15.47,464.1,2009-03-27,84.0,"CLOTHING/INDIVIDUAL EQPT, INSIGNIA",8465.0,Individual Equipment
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWES,31045.0,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1.0,Each,120.0,120.0,2012-04-20,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2006-09-22,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2008-09-24,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2008-09-24,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2008-09-24,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DAWSON,31047.0,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1.0,Each,138.0,138.0,2008-09-24,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DIXON,31051.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2008-09-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DIXON,31051.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2008-09-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DIXON,31051.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2008-09-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DIXON,31051.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2008-09-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
NE,DIXON,31051.0,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1.0,Each,499.0,499.0,2008-09-30,10.0,WEAPONS,1005.0,"Guns, through 30 mm"
